V1	V2	V3	V4	V5	V6
ENSG00000091140	ENSG00000099810	ENSG00000131471			
ENSG00000166224	ENSG00000167325	ENSG00000241878			
ENSG00000099810	ENSG00000131471	ENSG00000145020			
ENSG00000123505	ENSG00000131471	ENSG00000140905			
ENSG00000123505	ENSG00000131471	ENSG00000145020			
ENSG00000048392	ENSG00000172296	ENSG00000241878			
ENSG00000131471	ENSG00000178445	ENSG00000183044			
ENSG00000100116	ENSG00000123505	ENSG00000140905			
ENSG00000105220	ENSG00000140263	ENSG00000142657			
ENSG00000099810	ENSG00000100116	ENSG00000178445			
ENSG00000048392	ENSG00000100596	ENSG00000241878			
ENSG00000119537	ENSG00000167325	ENSG00000241878			
ENSG00000100596	ENSG00000167325	ENSG00000241878			
ENSG00000048392	ENSG00000166224	ENSG00000241878			
ENSG00000037757	ENSG00000100116	ENSG00000178445			
ENSG00000120053	ENSG00000125166	ENSG00000169154			
ENSG00000048392	ENSG00000090054	ENSG00000241878			
ENSG00000090054	ENSG00000167325	ENSG00000241878			
ENSG00000091140	ENSG00000119711	ENSG00000135069			
ENSG00000099810	ENSG00000135069	ENSG00000145020			
ENSG00000131471	ENSG00000149089	ENSG00000178445			
ENSG00000037757	ENSG00000091140	ENSG00000135069			
ENSG00000037757	ENSG00000131471	ENSG00000178445			
ENSG00000100116	ENSG00000123505	ENSG00000178445			
ENSG00000100116	ENSG00000149089	ENSG00000178445			
ENSG00000123505	ENSG00000131471	ENSG00000178445			
ENSG00000100116	ENSG00000119711	ENSG00000178445			
ENSG00000131471	ENSG00000145020	ENSG00000149089			
ENSG00000119711	ENSG00000131471	ENSG00000178445			
ENSG00000099810	ENSG00000131471	ENSG00000178445			
ENSG00000100116	ENSG00000140905	ENSG00000183044			
ENSG00000100116	ENSG00000119711	ENSG00000140905			
ENSG00000037757	ENSG00000100116	ENSG00000140905			
ENSG00000037757	ENSG00000135069	ENSG00000178445			
ENSG00000037757	ENSG00000135069	ENSG00000145020			
ENSG00000023697	ENSG00000093217	ENSG00000153574			
ENSG00000037757	ENSG00000131471	ENSG00000145020			
ENSG00000091140	ENSG00000135069	ENSG00000149089			
ENSG00000135069	ENSG00000145020	ENSG00000149089			
ENSG00000135069	ENSG00000178445	ENSG00000183044			
ENSG00000135069	ENSG00000144659	ENSG00000172482			
ENSG00000119711	ENSG00000135069	ENSG00000145020			
ENSG00000091140	ENSG00000099810	ENSG00000135069			
ENSG00000100116	ENSG00000119711	ENSG00000145020			
ENSG00000100116	ENSG00000145020	ENSG00000183044			
ENSG00000091140	ENSG00000119711	ENSG00000131471			
ENSG00000135069	ENSG00000145020	ENSG00000183044			
ENSG00000099810	ENSG00000135069	ENSG00000178445			
ENSG00000117118	ENSG00000135069	ENSG00000138030			
ENSG00000119711	ENSG00000131471	ENSG00000140905			
ENSG00000135069	ENSG00000149089	ENSG00000178445			
ENSG00000135069	ENSG00000140905	ENSG00000149089			
ENSG00000062485	ENSG00000135069	ENSG00000138030			
ENSG00000131471	ENSG00000145020	ENSG00000183044			
ENSG00000091140	ENSG00000100116	ENSG00000183044			
ENSG00000037757	ENSG00000091140	ENSG00000100116			
ENSG00000135069	ENSG00000167325	ENSG00000176974			
ENSG00000048392	ENSG00000135069	ENSG00000176974			
ENSG00000135069	ENSG00000138030	ENSG00000143252			
ENSG00000091140	ENSG00000135069	ENSG00000183044			
ENSG00000091140	ENSG00000123505	ENSG00000135069			
ENSG00000135069	ENSG00000140905	ENSG00000183044			
ENSG00000135069	ENSG00000138030	ENSG00000159423			
ENSG00000100116	ENSG00000145020	ENSG00000149089			
ENSG00000037757	ENSG00000100116	ENSG00000145020			
ENSG00000100116	ENSG00000140905	ENSG00000149089			
ENSG00000099810	ENSG00000100116	ENSG00000145020			
ENSG00000091140	ENSG00000123505	ENSG00000131471			
ENSG00000037757	ENSG00000131471	ENSG00000140905			
ENSG00000091140	ENSG00000100116	ENSG00000123505			
ENSG00000091140	ENSG00000131471	ENSG00000149089			
ENSG00000037757	ENSG00000091140	ENSG00000131471			
ENSG00000091140	ENSG00000131471	ENSG00000183044			
ENSG00000119711	ENSG00000135069	ENSG00000178445			
ENSG00000100116	ENSG00000178445	ENSG00000183044			
ENSG00000091140	ENSG00000099810	ENSG00000100116			
ENSG00000099810	ENSG00000100116	ENSG00000140905			
ENSG00000099810	ENSG00000131471	ENSG00000140905			
ENSG00000131471	ENSG00000140905	ENSG00000149089			
ENSG00000073578	ENSG00000135069	ENSG00000138030			
ENSG00000135069	ENSG00000138030	ENSG00000204370			
ENSG00000025708	ENSG00000100348	ENSG00000136810	ENSG00000198805		
ENSG00000114956	ENSG00000184470	ENSG00000197763	ENSG00000198431		
ENSG00000023697	ENSG00000184470	ENSG00000197763	ENSG00000198431		
ENSG00000092621	ENSG00000123505	ENSG00000134882	ENSG00000140905		
ENSG00000100348	ENSG00000136810	ENSG00000165704	ENSG00000198805		
ENSG00000065911	ENSG00000100714	ENSG00000120254	ENSG00000163738		
ENSG00000100348	ENSG00000136810	ENSG00000169299	ENSG00000180953		
ENSG00000092621	ENSG00000119711	ENSG00000134882	ENSG00000140905		
ENSG00000092621	ENSG00000134882	ENSG00000140905	ENSG00000149089		
ENSG00000093217	ENSG00000135069	ENSG00000140905	ENSG00000153574		
ENSG00000093217	ENSG00000153574	ENSG00000169299	ENSG00000180953		
ENSG00000100348	ENSG00000136810	ENSG00000143774	ENSG00000168393		
ENSG00000091140	ENSG00000092621	ENSG00000134882	ENSG00000183044		
ENSG00000116761	ENSG00000148672	ENSG00000149089	ENSG00000182890		
ENSG00000135069	ENSG00000138030	ENSG00000140905	ENSG00000153574		
ENSG00000138030	ENSG00000153574	ENSG00000169299	ENSG00000180953		
ENSG00000092621	ENSG00000134882	ENSG00000145020	ENSG00000149089		
ENSG00000111237	ENSG00000145020	ENSG00000146733	ENSG00000149089		
ENSG00000037757	ENSG00000111237	ENSG00000145020	ENSG00000146733		
ENSG00000111237	ENSG00000145020	ENSG00000146733	ENSG00000183044		
ENSG00000156471	ENSG00000166224	ENSG00000171848	ENSG00000174915		
ENSG00000062485	ENSG00000093217	ENSG00000135069	ENSG00000140263		
ENSG00000156471	ENSG00000166224	ENSG00000167325	ENSG00000174915		
ENSG00000123505	ENSG00000140905	ENSG00000176974	ENSG00000182199		
ENSG00000091140	ENSG00000123505	ENSG00000176974	ENSG00000182199		
ENSG00000123505	ENSG00000176974	ENSG00000178445	ENSG00000182199		
ENSG00000099810	ENSG00000176974	ENSG00000178445	ENSG00000182199		
ENSG00000091140	ENSG00000111237	ENSG00000146733	ENSG00000183044		
ENSG00000116761	ENSG00000119711	ENSG00000148672	ENSG00000182890		
ENSG00000091140	ENSG00000092621	ENSG00000119711	ENSG00000134882		
ENSG00000119711	ENSG00000140905	ENSG00000176974	ENSG00000182199		
ENSG00000091140	ENSG00000092621	ENSG00000134882	ENSG00000149089		
ENSG00000091140	ENSG00000100116	ENSG00000100714	ENSG00000173638		
ENSG00000123505	ENSG00000148672	ENSG00000182890	ENSG00000261052		
ENSG00000099810	ENSG00000148672	ENSG00000182890	ENSG00000261052		
ENSG00000176974	ENSG00000178445	ENSG00000182199	ENSG00000183044		
ENSG00000091140	ENSG00000111237	ENSG00000119711	ENSG00000146733		
ENSG00000091140	ENSG00000119711	ENSG00000176974	ENSG00000182199		
ENSG00000119711	ENSG00000176974	ENSG00000178445	ENSG00000182199		
ENSG00000102172	ENSG00000116649	ENSG00000135069	ENSG00000140905		
ENSG00000102172	ENSG00000116649	ENSG00000135069	ENSG00000178445		
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000204370		
ENSG00000100714	ENSG00000131471	ENSG00000140905	ENSG00000173638		
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000143252		
ENSG00000100714	ENSG00000131471	ENSG00000173638	ENSG00000178445		
ENSG00000100116	ENSG00000100714	ENSG00000140905	ENSG00000173638		
ENSG00000091140	ENSG00000092621	ENSG00000123505	ENSG00000134882		
ENSG00000119711	ENSG00000148672	ENSG00000182890	ENSG00000198610		
ENSG00000099810	ENSG00000148672	ENSG00000182890	ENSG00000198610		
ENSG00000100116	ENSG00000102172	ENSG00000116649	ENSG00000140905		
ENSG00000091140	ENSG00000102172	ENSG00000116649	ENSG00000135069		
ENSG00000100348	ENSG00000136810	ENSG00000172296	ENSG00000241878		
ENSG00000100116	ENSG00000100714	ENSG00000173638	ENSG00000178445		
ENSG00000099810	ENSG00000111237	ENSG00000145020	ENSG00000146733		
ENSG00000102172	ENSG00000116649	ENSG00000135069	ENSG00000145020		
ENSG00000111237	ENSG00000119711	ENSG00000145020	ENSG00000146733		
ENSG00000100714	ENSG00000135069	ENSG00000145020	ENSG00000173638		
ENSG00000100116	ENSG00000102172	ENSG00000116649	ENSG00000178445		
ENSG00000092621	ENSG00000123505	ENSG00000134882	ENSG00000178445		
ENSG00000037757	ENSG00000148672	ENSG00000182890	ENSG00000261052		
ENSG00000135069	ENSG00000138030	ENSG00000145020	ENSG00000153574		
ENSG00000111237	ENSG00000119711	ENSG00000140905	ENSG00000146733		
ENSG00000088826	ENSG00000115758	ENSG00000135069	ENSG00000145020		
ENSG00000135069	ENSG00000144659	ENSG00000167701	ENSG00000171097		
ENSG00000037757	ENSG00000091140	ENSG00000111237	ENSG00000146733		
ENSG00000037757	ENSG00000111237	ENSG00000146733	ENSG00000178445		
ENSG00000123505	ENSG00000148672	ENSG00000182890	ENSG00000198610		
ENSG00000119537	ENSG00000156471	ENSG00000171848	ENSG00000174915		
ENSG00000037757	ENSG00000111237	ENSG00000140905	ENSG00000146733		
ENSG00000092621	ENSG00000113492	ENSG00000134882	ENSG00000172482		
ENSG00000092621	ENSG00000134882	ENSG00000145020	ENSG00000183044		
ENSG00000092621	ENSG00000134882	ENSG00000178445	ENSG00000183044		
ENSG00000037757	ENSG00000092621	ENSG00000134882	ENSG00000178445		
ENSG00000092621	ENSG00000099810	ENSG00000134882	ENSG00000178445		
ENSG00000140905	ENSG00000176974	ENSG00000182199	ENSG00000183044		
ENSG00000088826	ENSG00000131471	ENSG00000145020	ENSG00000204370		
ENSG00000088826	ENSG00000091140	ENSG00000131471	ENSG00000143252		
ENSG00000091140	ENSG00000100714	ENSG00000131471	ENSG00000173638		
ENSG00000088826	ENSG00000091140	ENSG00000131471	ENSG00000204370		
ENSG00000093217	ENSG00000135069	ENSG00000143252	ENSG00000169738		
ENSG00000037757	ENSG00000140905	ENSG00000176974	ENSG00000182199		
ENSG00000037757	ENSG00000091140	ENSG00000176974	ENSG00000182199		
ENSG00000099810	ENSG00000140905	ENSG00000176974	ENSG00000182199		
ENSG00000099810	ENSG00000116761	ENSG00000148672	ENSG00000182890		
ENSG00000093217	ENSG00000135069	ENSG00000169738	ENSG00000241935		
ENSG00000120053	ENSG00000125166	ENSG00000135069	ENSG00000138030		
ENSG00000091140	ENSG00000149089	ENSG00000176974	ENSG00000182199		
ENSG00000111237	ENSG00000123505	ENSG00000145020	ENSG00000146733		
ENSG00000111237	ENSG00000123505	ENSG00000140905	ENSG00000146733		
ENSG00000091140	ENSG00000111237	ENSG00000123505	ENSG00000146733		
ENSG00000091140	ENSG00000111237	ENSG00000146733	ENSG00000149089		
ENSG00000091140	ENSG00000099810	ENSG00000111237	ENSG00000146733		
ENSG00000111237	ENSG00000138030	ENSG00000146733	ENSG00000204370		
ENSG00000048392	ENSG00000092621	ENSG00000134882	ENSG00000176974		
ENSG00000048392	ENSG00000156471	ENSG00000172296	ENSG00000174915		
ENSG00000092621	ENSG00000134882	ENSG00000171848	ENSG00000176974		
ENSG00000092621	ENSG00000134882	ENSG00000167325	ENSG00000176974		
ENSG00000023697	ENSG00000100116	ENSG00000153574	ENSG00000178445		
ENSG00000156471	ENSG00000167325	ENSG00000172296	ENSG00000174915		
ENSG00000023697	ENSG00000091140	ENSG00000100116	ENSG00000153574		
ENSG00000091140	ENSG00000093217	ENSG00000135069	ENSG00000153574		
ENSG00000088826	ENSG00000135069	ENSG00000140905	ENSG00000143149		
ENSG00000023697	ENSG00000091140	ENSG00000131471	ENSG00000153574		
ENSG00000088826	ENSG00000091140	ENSG00000135069	ENSG00000143149		
ENSG00000093217	ENSG00000117118	ENSG00000135069	ENSG00000165475		
ENSG00000062485	ENSG00000088826	ENSG00000091140	ENSG00000135069		
ENSG00000062485	ENSG00000088826	ENSG00000131471	ENSG00000178445		
ENSG00000062485	ENSG00000088826	ENSG00000091140	ENSG00000131471		
ENSG00000062485	ENSG00000111237	ENSG00000138030	ENSG00000146733		
ENSG00000023697	ENSG00000131471	ENSG00000153574	ENSG00000178445		
ENSG00000092621	ENSG00000099810	ENSG00000134882	ENSG00000140905		
ENSG00000092621	ENSG00000134882	ENSG00000140905	ENSG00000183044		
ENSG00000037757	ENSG00000148672	ENSG00000182890	ENSG00000198610		
ENSG00000091140	ENSG00000100116	ENSG00000102172	ENSG00000116649		
ENSG00000088826	ENSG00000091140	ENSG00000100116	ENSG00000143149		
ENSG00000099810	ENSG00000145020	ENSG00000176974	ENSG00000182199		
ENSG00000149089	ENSG00000176974	ENSG00000178445	ENSG00000182199		
ENSG00000111237	ENSG00000146733	ENSG00000178445	ENSG00000183044		
ENSG00000100714	ENSG00000135069	ENSG00000140905	ENSG00000173638		
ENSG00000100348	ENSG00000119537	ENSG00000136810	ENSG00000241878		
ENSG00000090054	ENSG00000156471	ENSG00000171848	ENSG00000174915		
ENSG00000091140	ENSG00000100714	ENSG00000135069	ENSG00000173638		
ENSG00000148672	ENSG00000182890	ENSG00000183044	ENSG00000261052		
ENSG00000119711	ENSG00000148672	ENSG00000182890	ENSG00000261052		
ENSG00000062485	ENSG00000088826	ENSG00000131471	ENSG00000145020		
ENSG00000091140	ENSG00000176974	ENSG00000182199	ENSG00000183044		
ENSG00000065154	ENSG00000088826	ENSG00000100116	ENSG00000145020		
ENSG00000062485	ENSG00000088826	ENSG00000135069	ENSG00000145020		
ENSG00000092621	ENSG00000123505	ENSG00000134882	ENSG00000145020		
ENSG00000092621	ENSG00000119711	ENSG00000134882	ENSG00000145020		
ENSG00000140905	ENSG00000149089	ENSG00000176974	ENSG00000182199		
ENSG00000100714	ENSG00000135069	ENSG00000173638	ENSG00000178445		
ENSG00000023697	ENSG00000131471	ENSG00000145020	ENSG00000153574		
ENSG00000023697	ENSG00000100116	ENSG00000145020	ENSG00000153574		
ENSG00000099810	ENSG00000111237	ENSG00000140905	ENSG00000146733		
ENSG00000037757	ENSG00000092621	ENSG00000134882	ENSG00000140905		
ENSG00000049239	ENSG00000105220	ENSG00000130313	ENSG00000140263		
ENSG00000138030	ENSG00000153574	ENSG00000172296	ENSG00000241878		
ENSG00000092621	ENSG00000119711	ENSG00000134882	ENSG00000178445		
ENSG00000091140	ENSG00000092621	ENSG00000099810	ENSG00000134882		
ENSG00000100596	ENSG00000156471	ENSG00000171848	ENSG00000174915		
ENSG00000111237	ENSG00000140905	ENSG00000146733	ENSG00000183044		
ENSG00000092621	ENSG00000099810	ENSG00000134882	ENSG00000145020		
ENSG00000037757	ENSG00000092621	ENSG00000134882	ENSG00000145020		
ENSG00000062485	ENSG00000088826	ENSG00000135069	ENSG00000178445		
ENSG00000088826	ENSG00000135069	ENSG00000143252	ENSG00000178445		
ENSG00000062485	ENSG00000088826	ENSG00000135069	ENSG00000140905		
ENSG00000088826	ENSG00000100116	ENSG00000143252	ENSG00000178445		
ENSG00000037757	ENSG00000176974	ENSG00000178445	ENSG00000182199		
ENSG00000088826	ENSG00000116649	ENSG00000135069	ENSG00000145020		
ENSG00000088826	ENSG00000135069	ENSG00000143149	ENSG00000145020		
ENSG00000037757	ENSG00000145020	ENSG00000176974	ENSG00000182199		
ENSG00000145020	ENSG00000176974	ENSG00000182199	ENSG00000183044		
ENSG00000119711	ENSG00000145020	ENSG00000176974	ENSG00000182199		
ENSG00000123505	ENSG00000145020	ENSG00000176974	ENSG00000182199		
ENSG00000092621	ENSG00000134882	ENSG00000149089	ENSG00000178445		
ENSG00000088826	ENSG00000116649	ENSG00000131471	ENSG00000140905		
ENSG00000088826	ENSG00000116649	ENSG00000135069	ENSG00000140905		
ENSG00000088826	ENSG00000116649	ENSG00000135069	ENSG00000178445		
ENSG00000088826	ENSG00000091140	ENSG00000116649	ENSG00000135069		
ENSG00000088826	ENSG00000091140	ENSG00000115758	ENSG00000135069		
ENSG00000072210	ENSG00000135069	ENSG00000138030	ENSG00000173599		
ENSG00000148672	ENSG00000149089	ENSG00000182890	ENSG00000261052		
ENSG00000100348	ENSG00000136810	ENSG00000166224	ENSG00000241878		
ENSG00000111237	ENSG00000140905	ENSG00000146733	ENSG00000149089		
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000241935		
ENSG00000037757	ENSG00000091140	ENSG00000092621	ENSG00000134882		
ENSG00000133835	ENSG00000135069	ENSG00000138030	ENSG00000173599		
ENSG00000099810	ENSG00000111237	ENSG00000146733	ENSG00000178445		
ENSG00000088826	ENSG00000131471	ENSG00000178445	ENSG00000204370		
ENSG00000114021	ENSG00000135069	ENSG00000144659	ENSG00000167701		
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000159423		
ENSG00000111237	ENSG00000146733	ENSG00000167325	ENSG00000176974		
ENSG00000062485	ENSG00000093217	ENSG00000135069	ENSG00000169738		
ENSG00000111237	ENSG00000146733	ENSG00000171848	ENSG00000176974		
ENSG00000062485	ENSG00000092621	ENSG00000134882	ENSG00000138030		
ENSG00000088826	ENSG00000135069	ENSG00000178445	ENSG00000204370		
ENSG00000048392	ENSG00000111237	ENSG00000146733	ENSG00000176974		
ENSG00000144659	ENSG00000164904	ENSG00000172482	ENSG00000176974		
ENSG00000100348	ENSG00000135069	ENSG00000136810	ENSG00000176974		
ENSG00000148672	ENSG00000149089	ENSG00000182890	ENSG00000198610		
ENSG00000100348	ENSG00000100596	ENSG00000136810	ENSG00000241878		
ENSG00000088826	ENSG00000148672	ENSG00000182890	ENSG00000198610		
ENSG00000091140	ENSG00000102172	ENSG00000116649	ENSG00000131471		
ENSG00000102172	ENSG00000116649	ENSG00000131471	ENSG00000145020		
ENSG00000065154	ENSG00000088826	ENSG00000091140	ENSG00000131471		
ENSG00000102172	ENSG00000116649	ENSG00000131471	ENSG00000140905		
ENSG00000088826	ENSG00000091140	ENSG00000135069	ENSG00000143252		
ENSG00000088826	ENSG00000131471	ENSG00000143149	ENSG00000145020		
ENSG00000090054	ENSG00000093217	ENSG00000153574	ENSG00000241878		
ENSG00000065154	ENSG00000088826	ENSG00000131471	ENSG00000178445		
ENSG00000092621	ENSG00000117118	ENSG00000134882	ENSG00000138030		
ENSG00000091140	ENSG00000135069	ENSG00000138030	ENSG00000153574		
ENSG00000088826	ENSG00000131471	ENSG00000143252	ENSG00000145020		
ENSG00000088826	ENSG00000091140	ENSG00000100116	ENSG00000143252		
ENSG00000111237	ENSG00000138030	ENSG00000146733	ENSG00000241935		
ENSG00000088826	ENSG00000135069	ENSG00000145020	ENSG00000204370		
ENSG00000065154	ENSG00000088826	ENSG00000091140	ENSG00000135069		
ENSG00000073578	ENSG00000092621	ENSG00000134882	ENSG00000138030		
ENSG00000090054	ENSG00000100348	ENSG00000136810	ENSG00000241878		
ENSG00000065154	ENSG00000088826	ENSG00000131471	ENSG00000140905		
ENSG00000088826	ENSG00000116649	ENSG00000131471	ENSG00000178445		
ENSG00000088826	ENSG00000091140	ENSG00000116649	ENSG00000131471		
ENSG00000088826	ENSG00000116649	ENSG00000131471	ENSG00000145020		
ENSG00000148672	ENSG00000182890	ENSG00000183044	ENSG00000198610		
ENSG00000091140	ENSG00000099810	ENSG00000176974	ENSG00000182199		
ENSG00000111237	ENSG00000146733	ENSG00000149089	ENSG00000178445		
ENSG00000088826	ENSG00000148672	ENSG00000182890	ENSG00000261052		
ENSG00000088826	ENSG00000091140	ENSG00000100116	ENSG00000204370		
ENSG00000100596	ENSG00000156471	ENSG00000167325	ENSG00000174915		
ENSG00000111237	ENSG00000113492	ENSG00000146733	ENSG00000172482		
ENSG00000111237	ENSG00000144659	ENSG00000146733	ENSG00000172482		
ENSG00000016391	ENSG00000144659	ENSG00000172482	ENSG00000176974		
ENSG00000145020	ENSG00000149089	ENSG00000176974	ENSG00000182199		
ENSG00000093217	ENSG00000135069	ENSG00000165475	ENSG00000204370		
ENSG00000092621	ENSG00000134882	ENSG00000144659	ENSG00000172482		
ENSG00000062485	ENSG00000093217	ENSG00000135069	ENSG00000165475		
ENSG00000073578	ENSG00000093217	ENSG00000135069	ENSG00000165475		
ENSG00000093217	ENSG00000135069	ENSG00000143252	ENSG00000165475		
ENSG00000093217	ENSG00000135069	ENSG00000159423	ENSG00000165475		
ENSG00000093217	ENSG00000135069	ENSG00000140263	ENSG00000204370		
ENSG00000093217	ENSG00000117118	ENSG00000135069	ENSG00000140263		
ENSG00000073578	ENSG00000093217	ENSG00000135069	ENSG00000140263		
ENSG00000088826	ENSG00000100116	ENSG00000145020	ENSG00000204370		
ENSG00000093217	ENSG00000135069	ENSG00000140263	ENSG00000159423		
ENSG00000088826	ENSG00000100116	ENSG00000140905	ENSG00000204370		
ENSG00000088826	ENSG00000135069	ENSG00000140905	ENSG00000204370		
ENSG00000093217	ENSG00000100596	ENSG00000153574	ENSG00000241878		
ENSG00000088826	ENSG00000091140	ENSG00000135069	ENSG00000204370		
ENSG00000093217	ENSG00000153574	ENSG00000166224	ENSG00000241878		
ENSG00000093217	ENSG00000135069	ENSG00000140263	ENSG00000241935		
ENSG00000093217	ENSG00000135069	ENSG00000153574	ENSG00000176974		
ENSG00000093217	ENSG00000135069	ENSG00000153574	ENSG00000178445		
ENSG00000093217	ENSG00000135069	ENSG00000145020	ENSG00000153574		
ENSG00000088826	ENSG00000100116	ENSG00000140905	ENSG00000143149		
ENSG00000116761	ENSG00000123505	ENSG00000148672	ENSG00000182890		
ENSG00000088826	ENSG00000100116	ENSG00000143149	ENSG00000178445		
ENSG00000088826	ENSG00000116761	ENSG00000148672	ENSG00000182890		
ENSG00000116761	ENSG00000148672	ENSG00000182890	ENSG00000183044		
ENSG00000037757	ENSG00000116761	ENSG00000148672	ENSG00000182890		
ENSG00000111237	ENSG00000138030	ENSG00000143252	ENSG00000146733		
ENSG00000088826	ENSG00000115758	ENSG00000131471	ENSG00000140905		
ENSG00000088826	ENSG00000115758	ENSG00000135069	ENSG00000140905		
ENSG00000062485	ENSG00000088826	ENSG00000131471	ENSG00000140905		
ENSG00000156471	ENSG00000171848	ENSG00000172296	ENSG00000174915		
ENSG00000111237	ENSG00000117118	ENSG00000138030	ENSG00000146733		
ENSG00000088826	ENSG00000100116	ENSG00000117118	ENSG00000178445		
ENSG00000088826	ENSG00000091140	ENSG00000117118	ENSG00000131471		
ENSG00000100714	ENSG00000131471	ENSG00000145020	ENSG00000173638		
ENSG00000073578	ENSG00000088826	ENSG00000131471	ENSG00000140905		
ENSG00000088826	ENSG00000091140	ENSG00000117118	ENSG00000135069		
ENSG00000088826	ENSG00000117118	ENSG00000135069	ENSG00000178445		
ENSG00000111237	ENSG00000119711	ENSG00000146733	ENSG00000178445		
ENSG00000088826	ENSG00000117118	ENSG00000131471	ENSG00000178445		
ENSG00000088826	ENSG00000117118	ENSG00000135069	ENSG00000145020		
ENSG00000088826	ENSG00000100116	ENSG00000116649	ENSG00000145020		
ENSG00000088826	ENSG00000091140	ENSG00000100116	ENSG00000117118		
ENSG00000088826	ENSG00000117118	ENSG00000131471	ENSG00000140905		
ENSG00000088826	ENSG00000091140	ENSG00000100116	ENSG00000116649		
ENSG00000088826	ENSG00000100116	ENSG00000116649	ENSG00000178445		
ENSG00000088826	ENSG00000135069	ENSG00000143149	ENSG00000178445		
ENSG00000065154	ENSG00000088826	ENSG00000135069	ENSG00000145020		
ENSG00000065154	ENSG00000088826	ENSG00000091140	ENSG00000100116		
ENSG00000065154	ENSG00000088826	ENSG00000100116	ENSG00000140905		
ENSG00000065154	ENSG00000088826	ENSG00000135069	ENSG00000140905		
ENSG00000088826	ENSG00000135069	ENSG00000140905	ENSG00000143252		
ENSG00000088826	ENSG00000100116	ENSG00000140905	ENSG00000143252		
ENSG00000073578	ENSG00000088826	ENSG00000135069	ENSG00000140905		
ENSG00000093217	ENSG00000135069	ENSG00000159423	ENSG00000169738		
ENSG00000088826	ENSG00000135069	ENSG00000143252	ENSG00000145020		
ENSG00000088826	ENSG00000131471	ENSG00000140905	ENSG00000143252		
ENSG00000073578	ENSG00000093217	ENSG00000135069	ENSG00000169738		
ENSG00000093217	ENSG00000117118	ENSG00000135069	ENSG00000169738		
ENSG00000073578	ENSG00000088826	ENSG00000091140	ENSG00000135069		
ENSG00000073578	ENSG00000088826	ENSG00000135069	ENSG00000145020		
ENSG00000073578	ENSG00000088826	ENSG00000100116	ENSG00000178445		
ENSG00000073578	ENSG00000088826	ENSG00000135069	ENSG00000178445		
ENSG00000023697	ENSG00000100116	ENSG00000140905	ENSG00000153574		
