V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26
ENSG00000004455	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000106992	ENSG00000107902	ENSG00000125454	ENSG00000138777	ENSG00000138796	ENSG00000140057	ENSG00000143363	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000166224	ENSG00000180817	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000105516	ENSG00000106992	ENSG00000116133	ENSG00000120437	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000176170	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000105516	ENSG00000106992	ENSG00000116133	ENSG00000120437	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000176170	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000005469	ENSG00000068120	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000005469	ENSG00000062485	ENSG00000085231	ENSG00000095321	ENSG00000104331	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000162813	ENSG00000165695	ENSG00000166224	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000106992	ENSG00000107902	ENSG00000111732	ENSG00000128951	ENSG00000129187	ENSG00000138777	ENSG00000140057	ENSG00000143363	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000158825	ENSG00000162433	ENSG00000165695	ENSG00000165704	ENSG00000166224	ENSG00000168393	ENSG00000180817	ENSG00000273841					
ENSG00000004455	ENSG00000047230	ENSG00000085231	ENSG00000106992	ENSG00000107902	ENSG00000128951	ENSG00000138777	ENSG00000140057	ENSG00000143363	ENSG00000143753	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000168393	ENSG00000171793	ENSG00000180817	ENSG00000273841					
ENSG00000004455	ENSG00000047230	ENSG00000085231	ENSG00000106992	ENSG00000107902	ENSG00000128951	ENSG00000138777	ENSG00000140057	ENSG00000143363	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000165704	ENSG00000168350	ENSG00000168393	ENSG00000171793	ENSG00000180817	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000106992	ENSG00000107902	ENSG00000111732	ENSG00000128951	ENSG00000129187	ENSG00000138777	ENSG00000140057	ENSG00000143363	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000158825	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000168393	ENSG00000180817	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000106992	ENSG00000112759	ENSG00000127080	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000148288	ENSG00000154027	ENSG00000155085	ENSG00000159921	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000013375	ENSG00000085231	ENSG00000106992	ENSG00000127080	ENSG00000134326	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000148288	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000102032	ENSG00000106992	ENSG00000112759	ENSG00000127080	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000198951	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000106992	ENSG00000112759	ENSG00000124357	ENSG00000127080	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000148288	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000013375	ENSG00000085231	ENSG00000106992	ENSG00000127080	ENSG00000134326	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000198951	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000013375	ENSG00000085231	ENSG00000106992	ENSG00000112759	ENSG00000127080	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000198951	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000013375	ENSG00000085231	ENSG00000106992	ENSG00000112759	ENSG00000127080	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000148288	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000105516	ENSG00000106992	ENSG00000112972	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000176170	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000075239	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000115425	ENSG00000116353	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000149084	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000117305	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000146151	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000117305	ENSG00000119711	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000143753	ENSG00000146151	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000117305	ENSG00000119711	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000143753	ENSG00000146151	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000075239	ENSG00000085231	ENSG00000100075	ENSG00000106992	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000149742	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000175003	ENSG00000178537	ENSG00000197119	ENSG00000197208	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000075239	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000105516	ENSG00000106992	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000176170	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000135929	ENSG00000136877	ENSG00000137106	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000183032	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000123643	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000183032	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000135929	ENSG00000137106	ENSG00000137563	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000183032	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000095321	ENSG00000104331	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000131473	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000162813	ENSG00000165695	ENSG00000166224	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000095321	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000131473	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000149313	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000104331	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000162813	ENSG00000165695	ENSG00000166224	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000068120	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000068120	ENSG00000085231	ENSG00000095321	ENSG00000106992	ENSG00000112972	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000081760	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000105516	ENSG00000106992	ENSG00000125454	ENSG00000136143	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000172340	ENSG00000176170	ENSG00000273841					
ENSG00000004455	ENSG00000011052	ENSG00000085231	ENSG00000103024	ENSG00000103202	ENSG00000106992	ENSG00000112981	ENSG00000125454	ENSG00000140057	ENSG00000143156	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000172113	ENSG00000239672	ENSG00000243678	ENSG00000273841					
ENSG00000004455	ENSG00000047230	ENSG00000085231	ENSG00000090661	ENSG00000106992	ENSG00000125458	ENSG00000139624	ENSG00000140057	ENSG00000143418	ENSG00000147853	ENSG00000154027	ENSG00000154227	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000165704	ENSG00000171793	ENSG00000172292	ENSG00000205309	ENSG00000223802	ENSG00000273841					
ENSG00000004455	ENSG00000062485	ENSG00000085231	ENSG00000095321	ENSG00000104331	ENSG00000106992	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000162813	ENSG00000165695	ENSG00000166224	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000095321	ENSG00000106992	ENSG00000120437	ENSG00000122912	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000149313	ENSG00000154027	ENSG00000155085	ENSG00000155368	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000181035	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000119711	ENSG00000125454	ENSG00000136143	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000167315	ENSG00000172340	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000091483	ENSG00000100714	ENSG00000106992	ENSG00000111237	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000146701	ENSG00000146733	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000178700	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000116133	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000167315	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000102032	ENSG00000106992	ENSG00000127080	ENSG00000134326	ENSG00000135454	ENSG00000140057	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162368	ENSG00000162433	ENSG00000165695	ENSG00000168393	ENSG00000169255	ENSG00000169764	ENSG00000198951	ENSG00000213930	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000116133	ENSG00000125454	ENSG00000136143	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000167315	ENSG00000172340	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000116133	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000115425	ENSG00000116353	ENSG00000120437	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000117305	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000143753	ENSG00000146151	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000116133	ENSG00000117305	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000143753	ENSG00000146151	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000116133	ENSG00000125454	ENSG00000136143	ENSG00000138796	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000172340	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000094841	ENSG00000097021	ENSG00000106992	ENSG00000119673	ENSG00000130717	ENSG00000136881	ENSG00000140057	ENSG00000143179	ENSG00000143774	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000177465	ENSG00000184227	ENSG00000198276	ENSG00000205669	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000094841	ENSG00000097021	ENSG00000106992	ENSG00000119673	ENSG00000130717	ENSG00000136881	ENSG00000140057	ENSG00000143179	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000165704	ENSG00000177465	ENSG00000184227	ENSG00000198276	ENSG00000205669	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000106992	ENSG00000110090	ENSG00000115425	ENSG00000116353	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000166224	ENSG00000169169	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000047230	ENSG00000085231	ENSG00000097021	ENSG00000106992	ENSG00000119673	ENSG00000125458	ENSG00000136881	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000165704	ENSG00000171793	ENSG00000177465	ENSG00000184227	ENSG00000205309	ENSG00000205669	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000106992	ENSG00000110090	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000168350	ENSG00000169169	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000075239	ENSG00000078124	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000104763	ENSG00000106992	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000167769	ENSG00000177076	ENSG00000188611	ENSG00000273841					
ENSG00000004455	ENSG00000076555	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000106992	ENSG00000110090	ENSG00000120437	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000169169	ENSG00000205560	ENSG00000273841	ENSG00000278540					
ENSG00000004455	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000106992	ENSG00000110090	ENSG00000115425	ENSG00000116353	ENSG00000125454	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000169169	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000105516	ENSG00000106992	ENSG00000110090	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000169169	ENSG00000176170	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000105516	ENSG00000106992	ENSG00000110090	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000169169	ENSG00000176170	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000105516	ENSG00000106992	ENSG00000110090	ENSG00000112972	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000169169	ENSG00000176170	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000075239	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000105516	ENSG00000106992	ENSG00000110090	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000169169	ENSG00000176170	ENSG00000205560	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000106992	ENSG00000115425	ENSG00000116353	ENSG00000125454	ENSG00000136143	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000172340	ENSG00000273841					
ENSG00000004455	ENSG00000078124	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000104763	ENSG00000106992	ENSG00000112972	ENSG00000125454	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000167315	ENSG00000167769	ENSG00000177076	ENSG00000188611	ENSG00000273841					
ENSG00000004455	ENSG00000078124	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000104763	ENSG00000106992	ENSG00000120437	ENSG00000125454	ENSG00000138796	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000167769	ENSG00000177076	ENSG00000188611	ENSG00000273841					
ENSG00000004455	ENSG00000078124	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000104763	ENSG00000106992	ENSG00000112972	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000167769	ENSG00000177076	ENSG00000188611	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000091483	ENSG00000092621	ENSG00000100714	ENSG00000106992	ENSG00000134882	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000178700	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000148672	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000182890	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000109576	ENSG00000123643	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000091483	ENSG00000100714	ENSG00000106992	ENSG00000135069	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000109576	ENSG00000135929	ENSG00000136877	ENSG00000137106	ENSG00000140057	ENSG00000143753	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000168350	ENSG00000178700	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000085231	ENSG00000100714	ENSG00000106992	ENSG00000120053	ENSG00000135069	ENSG00000135929	ENSG00000137106	ENSG00000140057	ENSG00000146701	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000155380	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000169154	ENSG00000178700	ENSG00000228716	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000125454	ENSG00000136143	ENSG00000138796	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000166224	ENSG00000172340	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000198130	ENSG00000273841					
ENSG00000004455	ENSG00000081760	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000106992	ENSG00000119711	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000143753	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000163541	ENSG00000165695	ENSG00000168350	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000085231	ENSG00000100075	ENSG00000103150	ENSG00000105516	ENSG00000106992	ENSG00000112972	ENSG00000119711	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000162433	ENSG00000165695	ENSG00000176170	ENSG00000178537	ENSG00000197119	ENSG00000273841					
ENSG00000004455	ENSG00000063176	ENSG00000081760	ENSG00000083720	ENSG00000085231	ENSG00000095321	ENSG00000100075	ENSG00000105516	ENSG00000106992	ENSG00000125454	ENSG00000127884	ENSG00000140057	ENSG00000147853	ENSG00000154027	ENSG00000155085	ENSG00000157184	ENSG00000162433	ENSG00000165695	ENSG00000176170	ENSG00000198754	ENSG00000273841					
